S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
10554,28/01/2022,Jharkhand,425229,12076,407862,5291
10555,29/01/2022,Jharkhand,426141,10383,410461,5297
10556,30/01/2022,Jharkhand,427179,7743,414136,5300
10557,31/01/2022,Jharkhand,427912,6495,416117,5300
10558,01/02/2022,Jharkhand,428550,5258,417991,5301
10559,01/01/1970,Karnataka,3000435,7357,2954817,38261
10560,21/12/2014,Karnataka,3000671,7265,2955138,38268
10561,21/12/2015,Karnataka,3000934,7194,2955465,38275
10562,12/03/2020,Karnataka,4,4,0,0
10563,13/03/2020,Karnataka,5,4,0,1
10564,14/03/2020,Karnataka,6,5,0,1
10565,15/03/2020,Karnataka,6,5,0,1
10566,16/03/2020,Karnataka,6,5,0,1
10567,17/03/2020,Karnataka,11,10,0,1
10568,18/03/2020,Karnataka,11,10,0,1
10569,19/03/2020,Karnataka,14,13,0,1
10570,20/03/2020,Karnataka,15,14,0,1
10571,21/03/2020,Karnataka,15,13,1,1
10572,22/03/2020,Karnataka,26,23,2,1
10573,23/03/2020,Karnataka,33,30,2,1
10574,24/03/2020,Karnataka,37,34,2,1
10575,25/03/2020,Karnataka,37,33,3,1
10576,26/03/2020,Karnataka,41,37,3,1
10577,27/03/2020,Karnataka,55,50,3,2
10578,28/03/2020,Karnataka,55,50,3,2
10579,29/03/2020,Karnataka,76,68,5,3
10580,30/03/2020,Karnataka,80,72,5,3
10581,31/03/2020,Karnataka,83,75,5,3
10582,01/04/2020,Karnataka,101,90,8,3
10583,02/04/2020,Karnataka,110,98,9,3
10584,03/04/2020,Karnataka,124,111,10,3
10585,04/04/2020,Karnataka,128,113,12,3
10586,05/04/2020,Karnataka,144,128,12,4
10587,06/04/2020,Karnataka,151,135,12,4
10588,07/04/2020,Karnataka,151,135,12,4
10589,08/04/2020,Karnataka,175,146,25,4
10590,09/04/2020,Karnataka,181,148,28,5
10591,10/04/2020,Karnataka,181,148,28,5
10592,11/04/2020,Karnataka,207,170,31,6
10593,12/04/2020,Karnataka,214,171,37,6
10594,13/04/2020,Karnataka,232,169,57,6
10595,14/04/2020,Karnataka,247,182,59,6
10596,15/04/2020,Karnataka,260,179,71,10
10597,16/04/2020,Karnataka,279,187,80,12
10598,17/04/2020,Karnataka,315,220,82,13
10599,18/04/2020,Karnataka,359,257,89,13
10600,19/04/2020,Karnataka,384,266,104,14
10601,20/04/2020,Karnataka,390,263,111,16
10602,21/04/2020,Karnataka,408,280,112,16
10603,22/04/2020,Karnataka,418,272,129,17
10604,23/04/2020,Karnataka,427,279,131,17
10605,24/04/2020,Karnataka,445,283,145,17
10606,25/04/2020,Karnataka,474,304,152,18
10607,26/04/2020,Karnataka,500,324,158,18
10608,27/04/2020,Karnataka,503,302,182,19
10609,28/04/2020,Karnataka,512,299,193,20
10610,29/04/2020,Karnataka,523,296,207,20
10611,30/04/2020,Karnataka,535,298,216,21
10612,01/05/2020,Karnataka,565,315,229,21
10613,02/05/2020,Karnataka,589,316,251,22
10614,03/05/2020,Karnataka,601,305,271,25
10615,04/05/2020,Karnataka,614,296,293,25
10616,05/05/2020,Karnataka,651,303,321,27
10617,06/05/2020,Karnataka,671,311,331,29
10618,07/05/2020,Karnataka,693,310,354,29
10619,08/05/2020,Karnataka,705,309,366,30
10620,09/05/2020,Karnataka,753,347,376,30
10621,10/05/2020,Karnataka,794,378,386,30
10622,11/05/2020,Karnataka,848,393,424,31
10623,12/05/2020,Karnataka,862,405,426,31
10624,13/05/2020,Karnataka,925,461,433,31
10625,14/05/2020,Karnataka,959,475,451,33
10626,15/05/2020,Karnataka,987,492,460,35
10627,16/05/2020,Karnataka,1056,540,480,36
10628,17/05/2020,Karnataka,1092,560,496,36
10629,18/05/2020,Karnataka,1147,601,509,37
10630,19/05/2020,Karnataka,1246,679,530,37
10631,20/05/2020,Karnataka,1397,813,544,40
10632,21/05/2020,Karnataka,1462,865,556,41
10633,22/05/2020,Karnataka,1605,993,571,41
10634,23/05/2020,Karnataka,1743,1105,597,41
10635,24/05/2020,Karnataka,1959,1309,608,42
10636,25/05/2020,Karnataka,2089,1393,654,42
10637,26/05/2020,Karnataka,2182,1433,705,44
10638,27/05/2020,Karnataka,2283,1491,748,44
10639,28/05/2020,Karnataka,2418,1590,781,47
10640,29/05/2020,Karnataka,2533,1652,834,47
10641,30/05/2020,Karnataka,2781,1839,894,48
10642,31/05/2020,Karnataka,2922,1877,997,48
10643,01/06/2020,Karnataka,3221,1952,1218,51
10644,02/06/2020,Karnataka,3408,2028,1328,52
10645,03/06/2020,Karnataka,3796,2341,1403,52
10646,04/06/2020,Karnataka,4063,2496,1514,53
10647,05/06/2020,Karnataka,4320,2653,1610,57
10648,06/06/2020,Karnataka,4835,3090,1688,57
10649,07/06/2020,Karnataka,5213,3186,1968,59
10650,08/06/2020,Karnataka,5452,3259,2132,61
10651,09/06/2020,Karnataka,5760,3177,2519,64
10652,10/06/2020,Karnataka,5921,3251,2604,66
10653,11/06/2020,Karnataka,6041,3110,2862,69
10654,12/06/2020,Karnataka,6245,3196,2977,72
10655,13/06/2020,Karnataka,6516,2997,3440,79
10656,14/06/2020,Karnataka,6824,3095,3648,81
10657,15/06/2020,Karnataka,7000,2959,3955,86
10658,16/06/2020,Karnataka,7213,2989,4135,89
10659,17/06/2020,Karnataka,7530,2980,4456,94
10660,18/06/2020,Karnataka,7734,2828,4804,102
10661,19/06/2020,Karnataka,7944,2847,4983,114
10662,20/06/2020,Karnataka,8281,2947,5210,124
10663,21/06/2020,Karnataka,8697,3174,5391,132
10664,22/06/2020,Karnataka,9150,3395,5618,137
10665,23/06/2020,Karnataka,9399,3527,5730,142
10666,24/06/2020,Karnataka,9721,3567,6004,150
10667,25/06/2020,Karnataka,10118,3803,6151,164
10668,26/06/2020,Karnataka,10560,3720,6670,170
10669,27/06/2020,Karnataka,11005,3909,6916,180
10670,28/06/2020,Karnataka,11923,4445,7287,191
10671,29/06/2020,Karnataka,13190,5476,7507,207
10672,30/06/2020,Karnataka,14295,6386,7683,226
10673,01/07/2020,Karnataka,15242,7078,7918,246
10674,02/07/2020,Karnataka,16514,8198,8063,253
10675,03/07/2020,Karnataka,18016,9410,8334,272
10676,04/07/2020,Karnataka,19710,10612,8805,293
10677,05/07/2020,Karnataka,21549,11970,9244,335
10678,06/07/2020,Karnataka,23474,13255,9847,372
10679,07/07/2020,Karnataka,25317,14389,10527,401
10680,08/07/2020,Karnataka,26815,15301,11098,416
10681,09/07/2020,Karnataka,28877,16531,11876,470
10682,10/07/2020,Karnataka,31105,17786,12833,486
10683,11/07/2020,Karnataka,33418,19039,13836,543
10684,12/07/2020,Karnataka,36216,20887,14716,613
10685,13/07/2020,Karnataka,38843,22750,15409,684
10686,14/07/2020,Karnataka,41581,24576,16248,757
10687,15/07/2020,Karnataka,44077,25845,17390,842
10688,16/07/2020,Karnataka,47253,27859,18466,928
10689,17/07/2020,Karnataka,51422,30661,19729,1032
10690,18/07/2020,Karnataka,55115,33211,20757,1147
10691,19/07/2020,Karnataka,59652,36637,21775,1240
10692,20/07/2020,Karnataka,63772,39376,23065,1331
10693,21/07/2020,Karnataka,67420,42222,23795,1403
10694,22/07/2020,Karnataka,71069,44146,25459,1464
10695,23/07/2020,Karnataka,75833,47075,27239,1519
10696,24/07/2020,Karnataka,80863,49937,29310,1616
10697,25/07/2020,Karnataka,85870,52799,31347,1724
10698,26/07/2020,Karnataka,90942,55396,33750,1796
10699,27/07/2020,Karnataka,96141,58425,35838,1878
10700,28/07/2020,Karnataka,101465,61827,37685,1953
10701,29/07/2020,Karnataka,107001,64442,40504,2055
10702,30/07/2020,Karnataka,112504,67456,42901,2147
10703,31/07/2020,Karnataka,118632,69708,46694,2230
10704,01/08/2020,Karnataka,124115,72013,49788,2314
10705,02/08/2020,Karnataka,129287,73227,53648,2412
10706,03/08/2020,Karnataka,134819,74598,57725,2496
10707,04/08/2020,Karnataka,139571,74477,62500,2594
10708,05/08/2020,Karnataka,145830,73854,69272,2704
10709,06/08/2020,Karnataka,151449,73966,74679,2804
10710,07/08/2020,Karnataka,158254,75076,80281,2897
10711,08/08/2020,Karnataka,164924,77694,84232,2998
10712,09/08/2020,Karnataka,172102,79773,89238,3091
10713,10/08/2020,Karnataka,178087,80981,93908,3198
10714,11/08/2020,Karnataka,182354,79916,99126,3312
10715,12/08/2020,Karnataka,188611,79614,105599,3398
10716,13/08/2020,Karnataka,196494,80351,112633,3510
10717,14/08/2020,Karnataka,203200,78345,121242,3613
10718,15/08/2020,Karnataka,211108,79209,128182,3717
10719,16/08/2020,Karnataka,219926,81284,134811,3831
10720,17/08/2020,Karnataka,226966,81528,141491,3947
10721,18/08/2020,Karnataka,233283,80659,148562,4062
10722,19/08/2020,Karnataka,240948,79798,156949,4201
10723,20/08/2020,Karnataka,249590,81113,164150,4327
10724,21/08/2020,Karnataka,256975,82165,170381,4429
10725,22/08/2020,Karnataka,264546,83082,176942,4522
10726,23/08/2020,Karnataka,271876,82693,184568,4615
10727,24/08/2020,Karnataka,277814,83567,189564,4683
10728,25/08/2020,Karnataka,283665,81230,197625,4810
10729,26/08/2020,Karnataka,291826,82429,204439,4958
10730,27/08/2020,Karnataka,300406,83627,211688,5091
10731,28/08/2020,Karnataka,309792,85006,219554,5232
10732,29/08/2020,Karnataka,318752,86366,227018,5368
10733,30/08/2020,Karnataka,327076,86465,235128,5483
10734,31/08/2020,Karnataka,335928,88110,242229,5589
10735,01/09/2020,Karnataka,342423,87254,249467,5702
10736,02/09/2020,Karnataka,351481,91018,254626,5837
10737,03/09/2020,Karnataka,361341,94478,260913,5950
10738,04/09/2020,Karnataka,370206,96117,268035,6054
10739,05/09/2020,Karnataka,379486,99120,274196,6170
10740,06/09/2020,Karnataka,389232,99636,283298,6298
10741,07/09/2020,Karnataka,398551,99285,292873,6393
10742,08/09/2020,Karnataka,404324,97020,300770,6534
10743,09/09/2020,Karnataka,412190,96937,308573,6680
10744,10/09/2020,Karnataka,421730,99489,315433,6808
10745,11/09/2020,Karnataka,430947,101556,322454,6937
10746,12/09/2020,Karnataka,440411,98345,334999,7067
10747,13/09/2020,Karnataka,449551,97834,344556,7161
10748,14/09/2020,Karnataka,459445,99222,352958,7265
10749,15/09/2020,Karnataka,467689,98482,361823,7384
10750,16/09/2020,Karnataka,475265,98555,369229,7481
10751,17/09/2020,Karnataka,484990,101645,375809,7536
10752,18/09/2020,Karnataka,494356,103650,383077,7629
10753,19/09/2020,Karnataka,502982,101148,394026,7808
10754,20/09/2020,Karnataka,511346,98583,404841,7922
10755,21/09/2020,Karnataka,519537,98062,413452,8023
10756,22/09/2020,Karnataka,526876,95354,423377,8145
10757,23/09/2020,Karnataka,533850,93172,432450,8228
10758,24/09/2020,Karnataka,540847,94671,437910,8266
10759,25/09/2020,Karnataka,548557,95568,444658,8331
10760,26/09/2020,Karnataka,557212,98493,450302,8417
10761,27/09/2020,Karnataka,566023,101801,455719,8503
10762,28/09/2020,Karnataka,575566,104743,462241,8582
10763,29/09/2020,Karnataka,582458,104067,469750,8641
10764,30/09/2020,Karnataka,592911,107756,476378,8777
10765,01/10/2020,Karnataka,601767,107635,485268,8864
10766,02/10/2020,Karnataka,611837,110431,492412,8994
10767,03/10/2020,Karnataka,620630,112005,499506,9119
10768,04/10/2020,Karnataka,630516,112802,508495,9219
10769,05/10/2020,Karnataka,640661,115593,515782,9286
10770,06/10/2020,Karnataka,647712,115496,522846,9370
10771,07/10/2020,Karnataka,657705,115170,533074,9461
10772,08/10/2020,Karnataka,668652,116172,542906,9574
10773,09/10/2020,Karnataka,679356,117162,552519,9675
10774,10/10/2020,Karnataka,690269,118870,561610,9789
10775,11/10/2020,Karnataka,700786,120948,569947,9891
10776,12/10/2020,Karnataka,710309,120289,580054,9966
10777,13/10/2020,Karnataka,717915,115795,592084,10036
10778,14/10/2020,Karnataka,726106,113478,602505,10123
10779,15/10/2020,Karnataka,735371,114006,611167,10198
10780,16/10/2020,Karnataka,743848,113557,620008,10283
10781,17/10/2020,Karnataka,751390,112446,628588,10356
10782,18/10/2020,Karnataka,758574,110666,637481,10427
10783,19/10/2020,Karnataka,765586,109283,645825,10478
10784,20/10/2020,Karnataka,770604,106233,653829,10542
10785,21/10/2020,Karnataka,776901,103964,662329,10608
10786,22/10/2020,Karnataka,782773,100459,671618,10696
10787,23/10/2020,Karnataka,788551,92946,684835,10770
10788,24/10/2020,Karnataka,793907,89502,693584,10821
10789,25/10/2020,Karnataka,798378,86768,700737,10873
10790,26/10/2020,Karnataka,802817,81069,710843,10905
10791,27/10/2020,Karnataka,805947,75442,719558,10947
10792,28/10/2020,Karnataka,809638,71349,727298,10991
10793,29/10/2020,Karnataka,812784,68180,733558,11046
10794,30/10/2020,Karnataka,816809,64499,741219,11091
10795,31/10/2020,Karnataka,820398,59518,749740,11140
10796,01/11/2020,Karnataka,823412,55036,757208,11168
10797,02/11/2020,Karnataka,827064,50611,765261,11192
10798,03/11/2020,Karnataka,829640,44824,773595,11221
10799,04/11/2020,Karnataka,832396,40414,780735,11247
10800,05/11/2020,Karnataka,835773,35712,788780,11281
10801,06/11/2020,Karnataka,838929,33114,794503,11312
10802,07/11/2020,Karnataka,841889,33338,797204,11347
10803,08/11/2020,Karnataka,844147,33339,799439,11369
10804,09/11/2020,Karnataka,846887,33697,801799,11391
10805,10/11/2020,Karnataka,848850,32955,804485,11410
10806,11/11/2020,Karnataka,851212,31082,808700,11430
10807,12/11/2020,Karnataka,853796,30762,811581,11453
10808,13/11/2020,Karnataka,855912,29489,814949,11474
10809,14/11/2020,Karnataka,857928,28045,818392,11491
10810,15/11/2020,Karnataka,860082,27984,820590,11508
10811,16/11/2020,Karnataka,861647,27165,822953,11529
10812,17/11/2020,Karnataka,862804,26122,825141,11541
10813,18/11/2020,Karnataka,864140,25342,827241,11557
10814,19/11/2020,Karnataka,865931,25165,829188,11578
10815,20/11/2020,Karnataka,867780,25188,830988,11604
10816,21/11/2020,Karnataka,869561,24771,833169,11621
10817,22/11/2020,Karnataka,871342,24733,834968,11641
10818,23/11/2020,Karnataka,873046,24887,836505,11654
10819,24/11/2020,Karnataka,874555,24727,838150,11678
10820,25/11/2020,Karnataka,876425,24631,840099,11695
10821,26/11/2020,Karnataka,878055,24909,841432,11714
10822,27/11/2020,Karnataka,879560,25335,842499,11726
10823,28/11/2020,Karnataka,881086,25398,843950,11738
10824,29/11/2020,Karnataka,882608,24776,846082,11750
10825,30/11/2020,Karnataka,883899,24522,847612,11765
10826,01/12/2020,Karnataka,884897,23298,849821,11778
10827,02/12/2020,Karnataka,886227,23728,850707,11792
10828,03/12/2020,Karnataka,887667,24169,851690,11808
10829,04/12/2020,Karnataka,889113,24708,852584,11821
10830,05/12/2020,Karnataka,890360,25065,853461,11834
10831,06/12/2020,Karnataka,891685,24978,854861,11846
10832,07/12/2020,Karnataka,893006,25400,855750,11856
10833,08/12/2020,Karnataka,894004,24786,857351,11867
10834,09/12/2020,Karnataka,895284,25034,858370,11880
10835,10/12/2020,Karnataka,896563,23075,861588,11900
10836,11/12/2020,Karnataka,897801,19225,866664,11912
10837,12/12/2020,Karnataka,899011,18612,868471,11928
10838,13/12/2020,Karnataka,900214,18273,870002,11939
10839,14/12/2020,Karnataka,901410,17428,872038,11944
10840,15/12/2020,Karnataka,902240,16084,874202,11954
10841,17/12/2020,Karnataka,904665,15495,877199,11971
10842,18/12/2020,Karnataka,905901,15224,878696,11981
10843,19/12/2020,Karnataka,907123,15399,879735,11989
10844,20/12/2020,Karnataka,908275,14389,881882,12004
10845,21/12/2020,Karnataka,909469,14516,882944,12009
10846,22/12/2020,Karnataka,910241,14020,884205,12016
10847,23/12/2020,Karnataka,911382,14012,885341,12029
10848,24/12/2020,Karnataka,912340,13755,886547,12038
10849,25/12/2020,Karnataka,913483,13629,887815,12039
10850,26/12/2020,Karnataka,914488,13527,888917,12044
10851,27/12/2020,Karnataka,915345,13413,889881,12051
10852,28/12/2020,Karnataka,916256,13099,891095,12062
10853,29/12/2020,Karnataka,916909,12566,892273,12070
10854,30/12/2020,Karnataka,917571,11880,893617,12074
10855,31/12/2020,Karnataka,918544,11629,894834,12081
10856,03/01/2021,Karnataka,921128,10853,898176,12099
10857,04/01/2021,Karnataka,921938,10912,898919,12107
10858,05/01/2021,Karnataka,922538,10226,900202,12110
10859,06/01/2021,Karnataka,923353,9656,901579,12118
10860,07/01/2021,Karnataka,924137,9196,902817,12124
10861,08/01/2021,Karnataka,924898,9138,903629,12131
10862,09/01/2021,Karnataka,925868,9448,904286,12134
10863,10/01/2021,Karnataka,926767,9471,905158,12138
10864,11/01/2021,Karnataka,927559,9668,905751,12140
10865,12/01/2021,Karnataka,928055,9363,906548,12144
10866,13/01/2021,Karnataka,928806,8928,907729,12149
10867,14/01/2021,Karnataka,929552,8906,908494,12152
10868,15/01/2021,Karnataka,929960,8747,909058,12155
10869,16/01/2021,Karnataka,930668,8809,909701,12158
10870,17/01/2021,Karnataka,931252,8713,910377,12162
10871,18/01/2021,Karnataka,931997,8599,911232,12166
10872,19/01/2021,Karnataka,932432,8052,912205,12175
10873,20/01/2021,Karnataka,933077,7884,913012,12181
10874,21/01/2021,Karnataka,933578,7716,913677,12185
10875,22/01/2021,Karnataka,934252,7573,914492,12187
10876,23/01/2021,Karnataka,934576,7004,915382,12190
10877,24/01/2021,Karnataka,935478,7361,915924,12193
10878,25/01/2021,Karnataka,936051,7529,916325,12197
10879,27/01/2021,Karnataka,936955,6652,918099,12204
10880,28/01/2021,Karnataka,937383,6317,918859,12207
10881,29/01/2021,Karnataka,937933,6221,919503,12209
10882,30/01/2021,Karnataka,938401,6080,920110,12211
10883,31/01/2021,Karnataka,938865,5995,920657,12213
10884,01/02/2021,Karnataka,939387,6048,921122,12217
10885,02/02/2021,Karnataka,939775,5963,921592,12220
10886,03/02/2021,Karnataka,940170,5943,922004,12223
10887,04/02/2021,Karnataka,940596,5934,922437,12225
10888,05/02/2021,Karnataka,941070,5936,922907,12227
10889,06/02/2021,Karnataka,941500,5893,923377,12230
10890,07/02/2021,Karnataka,942031,5987,923811,12233
10891,08/02/2021,Karnataka,942518,5978,924304,12236
10892,09/02/2021,Karnataka,942846,5953,924654,12239
10893,10/02/2021,Karnataka,943212,5804,925167,12241
10894,11/02/2021,Karnataka,943627,5894,925489,12244
10895,12/02/2021,Karnataka,944057,5977,925829,12251
10896,13/02/2021,Karnataka,944437,5944,926234,12259
10897,14/02/2021,Karnataka,944856,5929,926664,12263
10898,15/02/2021,Karnataka,945270,5855,927150,12265
10899,16/02/2021,Karnataka,945638,5791,927580,12267
10900,17/02/2021,Karnataka,946076,5879,927924,12273
10901,18/02/2021,Karnataka,946454,5717,928461,12276
10902,19/02/2021,Karnataka,946860,5811,928767,12282
10903,20/02/2021,Karnataka,947246,5901,929058,12287
10904,21/02/2021,Karnataka,947736,5997,929447,12292
10905,22/02/2021,Karnataka,948149,6055,929800,12294
10906,23/02/2021,Karnataka,948466,6080,930087,12299
10907,24/02/2021,Karnataka,948849,6081,930465,12303
10908,25/02/2021,Karnataka,949183,6096,930778,12309
10909,26/02/2021,Karnataka,949636,5595,931725,12316
10910,27/02/2021,Karnataka,950207,5520,932367,12320
10911,01/03/2021,Karnataka,951251,5823,933097,12331
10912,02/03/2021,Karnataka,951600,5843,933421,12336
10913,03/03/2021,Karnataka,952037,5964,933730,12343
10914,04/03/2021,Karnataka,952565,6076,934143,12346
10915,06/03/2021,Karnataka,953813,6393,935066,12354
10916,07/03/2021,Karnataka,954393,6613,935421,12359
10917,08/03/2021,Karnataka,955015,6881,935772,12362
10918,09/03/2021,Karnataka,955451,6834,936250,12367
10919,10/03/2021,Karnataka,956041,7052,936616,12373
10920,11/03/2021,Karnataka,956801,7475,936947,12379
10921,13/03/2021,Karnataka,958417,8133,937898,12386
10922,14/03/2021,Karnataka,959338,8061,938890,12387
10923,15/03/2021,Karnataka,960272,8383,939499,12390
10924,16/03/2021,Karnataka,961204,8879,939928,12397
10925,17/03/2021,Karnataka,962339,9447,940489,12403
10926,18/03/2021,Karnataka,963614,10239,940968,12407
10927,19/03/2021,Karnataka,965102,11378,941309,12415
10928,20/03/2021,Karnataka,966689,12086,942178,12425
10929,21/03/2021,Karnataka,968487,12847,943208,12432
10930,22/03/2021,Karnataka,970202,13512,944256,12434
10931,23/03/2021,Karnataka,971647,14286,944917,12444
10932,24/03/2021,Karnataka,973657,15614,945594,12449
10933,25/03/2021,Karnataka,975955,16905,946589,12461
10934,27/03/2021,Karnataka,981044,19572,948988,12484
10935,28/03/2021,Karnataka,983930,21271,950167,12492
10936,29/03/2021,Karnataka,987012,23056,951452,12504
10937,30/03/2021,Karnataka,989804,23868,953416,12520
10938,31/03/2021,Karnataka,992779,25560,954678,12541
10939,01/04/2021,Karnataka,997004,28267,956170,12567
10940,02/04/2021,Karnataka,1001238,30884,957769,12585
10941,03/04/2021,Karnataka,1006229,34238,959400,12591
10942,04/04/2021,Karnataka,1010602,36633,961359,12610
10943,05/04/2021,Karnataka,1015155,39111,963419,12625
10944,06/04/2021,Karnataka,1020434,42502,965275,12657
10945,07/04/2021,Karnataka,1026584,45126,968762,12696
10946,08/04/2021,Karnataka,1033560,49273,971556,12731
10947,09/04/2021,Karnataka,1040130,53414,973949,12767
